,text,sentiment,word_count,char_count,avg_word,stopwords,hastags,numerics,upper,sentiment_encoded,sentiment_textblob
26910,"trending say? well, there`s tweetcannon ",neutral,10,72,9.0,1,0,0,0,1,neutral
26911,hmmm. using tinytwitter small non-touch screen really much fun,negative,13,74,4.769230769230769,4,0,0,0,0,positive
26912,nope. come back ct,neutral,7,27,3.5,1,0,0,1,1,neutral
26913,think hayfever. sure due wearing next nothing horrific weather wed.,negative,18,92,4.166666666666667,5,0,0,2,0,negative
26914,fave!,positive,4,14,3.6666666666666665,1,0,0,0,2,neutral
26915,_joy entirely possible,positive,4,27,6.0,0,0,0,0,2,positive
26916,heart hurts too.,negative,5,20,4.0,1,0,0,0,0,neutral
26917,yay! lets welcome mrs mcnugget twitterverse!,positive,8,48,5.857142857142857,1,0,0,0,2,positive
26918,terrible saving money..,negative,5,29,5.0,2,0,0,0,0,negative
26919,wanted us leave 12:45 1 p.m. showing (staff retreat mini),neutral,17,77,3.588235294117647,5,0,1,1,1,neutral
26920,"that`s prob, work home, bed`s calling, no, screaming name! really strong coffee instead",neutral,22,118,4.619047619047619,8,0,0,0,1,positive
26921,told i`d back won`t updating much exams. looking forward two house ;),neutral,28,121,3.6153846153846154,11,0,0,1,1,positive
26922,"stepped coco`s foot earlier feeding cats; harm done afaik, runs away",neutral,20,104,4.25,9,0,0,1,1,neutral
26923,"ugh, don`t know u even care nicole richie, c missed tv last nite despite twitter",negative,29,124,3.5555555555555554,9,0,0,6,0,neutral
26924,sad schools close.,negative,8,35,4.0,3,0,0,0,0,negative
26925,happy b home .. mind wanders can`t sleep,positive,13,56,3.3846153846153846,4,0,0,1,2,positive
26926,morning! happy mother`s miz!!! thank lance!!!!,positive,12,58,5.875,1,0,0,0,2,positive
26927,"tweeple recommend me:  ,  , ",neutral,15,109,6.785714285714286,5,0,0,0,1,neutral
26928, lol pretty long,positive,6,43,7.6,0,0,0,0,2,positive
26929,never mind closed sorry miley,negative,7,35,4.833333333333333,0,0,0,0,0,negative
26930,expensive,negative,4,17,4.666666666666667,1,0,0,0,0,negative
26931,"hey, gorgeous, (and night) here, too. played sun full moon lit way home. life good.",positive,30,121,3.68,9,0,0,1,2,positive
26932,best night i`ve while.,positive,9,39,3.4444444444444446,4,0,0,0,2,positive
26933,poor goose.,negative,3,16,4.666666666666667,0,0,0,0,0,negative
26934,saw pic. surely don`t look amisha patel mum one,neutral,18,77,3.5294117647058822,4,0,0,1,1,positive
26935,never write back babe.... feelings hurt,negative,10,51,4.666666666666667,2,0,0,0,0,neutral
26936,"politicians celebs lottsa fun .. them, fun actually .. sin",neutral,22,100,4.157894736842105,7,0,0,3,1,positive
26937,ap associated press:  many global news agencies,neutral,15,93,5.642857142857143,4,0,0,1,1,positive
26938,,neutral,3,6,2.0,1,0,0,1,1,neutral
26939,way early today! work later.,neutral,9,39,3.875,2,0,0,0,1,positive
26940,husband thinks twittering makes creeper... whatever.,negative,10,63,5.4,3,0,0,0,0,neutral
26941,hi john! thanks sharing quote! soo true,positive,11,54,4.4,2,0,0,0,2,positive
26942,dammit passes still work,negative,12,47,3.272727272727273,7,0,0,0,0,neutral
26943,omg one year work permit! home end june...i`m really gna miss #canada,negative,21,93,4.055555555555555,4,1,0,0,0,positive
26944,told shes allowed sun tomorow! either wear sun cream!,neutral,17,82,4.125,7,0,0,0,1,neutral
26945,beginning way hard please friends,negative,15,69,3.6666666666666665,8,0,0,0,0,negative
26946,"beautiful dreams all, snuggle beautiful babies done outdoors.",positive,20,111,4.6,10,0,0,0,2,positive
26947,muhaha martha <33 fun see uu next mnth,positive,10,44,3.888888888888889,1,0,0,0,2,positive
26948,glad hear busy today?,positive,15,51,3.3636363636363638,5,0,0,0,2,positive
26949,may 4th you! hahahaha that`ll neverrr old,positive,11,57,4.2727272727272725,3,0,0,0,2,positive
26950,"woo, hulu desktop! poor mac kinda struggling though, poor little core duo can`t keep",negative,20,106,4.35,5,0,0,0,0,negative
26951,"missing man, two months long see",negative,12,52,3.4166666666666665,6,0,0,0,0,negative
26952,reason even haha. shaun dead epic haha,positive,19,79,3.588235294117647,8,0,0,0,2,positive
26953,92.7 turning right now.,neutral,7,35,4.142857142857143,3,0,0,0,1,positive
26954,people twitting much today,neutral,7,39,4.714285714285714,3,0,0,0,1,positive
26955,yes put damper us 'getting know' georgetown! instead watching tv catching invoices.,neutral,26,122,3.88,11,0,0,1,1,positive
26956,"oooooo -- no, not! glad hear incredible, though! still bookmarked try sometime",positive,22,109,4.190476190476191,7,0,0,2,2,positive
26957,nick cute tiger costume ahaha made,positive,14,58,3.4615384615384617,6,0,0,0,2,positive
26958,yay u see ddub ;) 5 men always keep happy & motivated,positive,19,77,3.4705882352941178,4,0,1,1,2,positive
26959,happy birthday.,positive,2,15,7.0,0,0,0,0,2,positive
26960,"12:30am, stopped tweeting, brain`s functioning. wanna cry. haha. philippines tour, please? love ya!",negative,20,116,5.705882352941177,2,0,0,2,0,positive
26961,princess_i pack house today.. butineedhelp,neutral,9,56,5.333333333333333,4,0,0,0,1,neutral
26962,watching moment -sighs- straightening hair takes hours hair curly!!,negative,22,108,4.35,10,0,0,0,0,neutral
26963,business exam tomorrow,neutral,3,22,6.666666666666667,0,0,0,0,1,neutral
26964,beautiful day!,positive,8,34,3.375,4,0,0,0,2,positive
26965,congratulations! check one list!,positive,10,53,4.888888888888889,5,0,0,0,2,neutral
26966,"3 drs. office mine drives nuts, especially appt. kids.",negative,28,125,3.769230769230769,15,0,1,0,0,neutral
26967,hugh masekela pix online + contern t71 pix + review @  -> coming next naturally7 concert evening,neutral,21,121,4.809523809523809,2,0,0,1,1,neutral
26968,sucky,neutral,3,9,3.5,0,0,0,0,1,neutral
26969,headed eat hubby n mommy!! ready drinks...,neutral,16,73,3.8666666666666667,7,0,0,0,1,positive
26970,"realllllllly want to. llike im really starting hate pa. btw, messaged great one known dylan",negative,23,115,4.2272727272727275,7,0,0,1,0,neutral
26971,character designs complete! .... week we`ll give another sneak peak... stay posted!,neutral,15,94,5.333333333333333,3,0,0,0,1,positive
26972,mast ladki patata hai chal jiske sath bhi jaye khush rehna...will miss u love... #twpp,negative,20,95,4.470588235294118,2,1,0,0,0,positive
26973,_am well say look hot pic... that`s gotta work us...,positive,21,92,3.4285714285714284,9,0,0,2,2,positive
26974,lol fine long scary dude,neutral,16,60,3.2142857142857144,8,0,0,0,1,positive
26975,set room last saturday! can`t apologise enough missing deccy,negative,21,94,4.111111111111111,6,0,0,1,0,negative
26976,"allianz interview went well, rejection mod though .... long weekend hear allianz monday",positive,25,126,4.25,8,0,0,2,2,positive
26977,"morning warner soon! lots do, school work... hope everyone great day!!!",positive,25,117,4.043478260869565,11,0,0,0,2,positive
26978,says thank,positive,5,18,3.5,1,0,0,0,2,neutral
26979,"i/o psy? taking psy101 starting monday, looking forward back school",negative,20,105,4.526315789473684,7,0,0,1,0,neutral
26980,raining..,neutral,2,14,6.5,0,0,0,0,1,neutral
26981,**** miss you!!!!,negative,5,23,4.75,1,0,0,0,0,neutral
26982,"yeahh! happy pendant, hope see future fairs. ps. mini muffin",positive,21,98,3.9,9,0,0,0,2,positive
26983,don`t think catch them? god yeah imagine they`re feeling,neutral,16,83,4.533333333333333,5,0,0,0,1,neutral
26984,stop following me? cool enough you?,negative,13,58,3.8333333333333335,4,0,0,1,0,positive
26985,love overnight. they`ve worked printing/shipping issues. sorry didn`t work you.,neutral,20,109,5.0,6,0,0,1,1,neutral
26986,aw lose guy ten days <3,neutral,11,36,2.6,4,0,0,0,1,positive
26987,haha **** hell know ay. **** son he`s making trouble. could take him.,negative,17,80,4.0,3,0,0,0,0,neutral
26988,wish friends could spend night,negative,12,50,3.5454545454545454,6,0,0,0,0,neutral
26989,"aww, thanks babe! plans tomorrow?",positive,12,58,4.7,5,0,0,0,2,positive
26990,morning everbody!,positive,3,22,6.666666666666667,0,0,0,0,2,neutral
26991,sorry don`t girls ~that way,negative,10,40,3.4444444444444446,3,0,0,0,0,negative
26992,love new shoes thanks wine lo,positive,7,30,4.0,0,0,0,0,2,positive
26993,playing logical gates games charles :  charles took less 5 mn make light bulb flicker,neutral,22,129,5.142857142857143,5,0,1,0,1,positive
26994,"homee wango tango, fun really tired now. wrapping moms present passing out. <3",positive,18,94,4.529411764705882,4,0,0,0,2,positive
26995,fresh change hearing write sins hey!!?? theres anything wrong that!,neutral,16,89,4.933333333333334,4,0,0,0,1,negative
26996,tweet deck i`ll try one u recomended thanks,positive,14,65,4.0,3,0,0,1,2,positive
26997,know would great? shoulder stop hurting sleep normal again. want/need solid hours sleep.,neutral,28,137,4.074074074074074,10,0,0,2,1,positive
26998,missing someonee...,negative,2,19,9.0,0,0,0,0,0,negative
26999,back work tomoo 1 5 bee.,neutral,12,43,2.909090909090909,4,0,2,0,1,neutral
27000,wow. that`s looks really good. wish some. good?,positive,14,63,3.8461538461538463,2,0,0,2,2,positive
27001,wasn`t able conference.so didn`t outline.. however & coming along.,neutral,25,120,4.173913043478261,9,0,0,2,1,positive
27002,"came across viva la juicy fri, testers body lotion store.... defo need asap",neutral,26,117,3.68,10,0,0,1,1,neutral
27003,"maybe 4 hours ago awesome night? nah, can`t it.",neutral,18,83,3.8823529411764706,7,0,1,0,1,positive
27004,miss gonna irvine again?? liz reminiscing adventures.,negative,24,115,4.181818181818182,15,0,0,0,0,neutral
27005,": yes, that`s implying. bit subtle, usual, suppose.",neutral,17,78,3.875,5,0,0,2,1,negative
27006,_kat not?? ****,neutral,5,20,4.0,1,0,0,0,1,neutral
27007,different normal how?,neutral,8,38,4.428571428571429,3,0,0,0,1,positive
27008,received first pressie. happy happy.,positive,6,40,5.833333333333333,1,0,0,0,2,positive
27009,"california`s budget deficit (now $24.3 billion) means big problems lots cuts, including 220 state parks",negative,20,120,5.05,5,0,1,0,0,neutral
27010,think late night friday hit town meet friend soon ice cream coffee,neutral,26,110,3.5416666666666665,11,0,0,1,1,negative
27011,"weekend cuzzo vivi, can`t stand leave 3 weeks",negative,16,73,3.625,7,0,1,1,0,neutral
27012,don`t think see sun today gutted need colour!,negative,20,82,3.3157894736842106,6,0,0,5,0,neutral
27013,"can`t buy, rent!",neutral,6,24,3.8,1,0,0,1,1,neutral
27014,playing see again-miley cyrus shop,neutral,8,45,4.75,3,0,0,0,1,neutral
27015,"needs `unfollow` tweeps, dislike can`t keep tweeting literally every 2 minutes! sorry",negative,24,130,4.458333333333333,10,0,1,2,0,negative
27016,boo (but listen?),negative,5,24,4.0,1,0,0,1,0,neutral
27017,u,neutral,4,11,2.6666666666666665,1,0,0,0,1,neutral
27018,successfully defeated swine flue power positive thinking! #swineflu #h1n1 #swine flu,positive,18,108,5.352941176470588,6,3,0,1,2,positive
27019,home !! home @ last !!!!! time step outside life,neutral,13,60,3.6923076923076925,3,0,0,0,1,neutral
27020,typical google docs oh well open pages,neutral,10,47,4.222222222222222,2,0,0,0,1,negative
27021,_the_bear love names!,positive,7,29,4.6,1,0,0,1,2,positive
27022,oww...just bit tongue,neutral,4,24,5.25,1,0,0,0,1,neutral
27023,"well alright. #dollhouse still fricking awesome. elisha`s performance last weeks episode sold too, finally",positive,20,126,5.631578947368421,4,1,0,0,2,positive
27024,happy mothers ang,positive,5,22,4.5,0,0,0,0,2,positive
27025,im slowly losing followers one one.,negative,7,38,4.571428571428571,1,0,0,0,0,negative
27026,bonjour.. sleep well?,neutral,6,30,5.0,1,0,0,0,1,neutral
27027,i`ll make nachos tomorrow. better would made himself.,neutral,16,80,4.642857142857143,6,0,0,0,1,positive
27028,3 years 2 months!! hooorah! can`t wait!,positive,8,42,4.375,1,0,2,0,2,neutral
27029,belated kay tita. wow! 2 prizes day! congrats!,positive,12,53,4.2,2,0,1,0,2,positive
27030,waaaaay tht bitchy ninth grade **** (: half yearly exams & im sickkk,negative,16,82,4.1875,3,0,0,0,0,negative
27031,aww keep sending ;),positive,9,31,3.2857142857142856,3,0,0,0,2,positive
27032,"today`s menu, don`t worry",positive,7,34,4.666666666666667,1,0,0,0,2,neutral
27033,one week race cure! please donate you`re able  wish luck 5 mile training run tomorrow,neutral,24,134,4.625,8,0,1,0,1,positive
27034,watching saturday night live; justin timberlake hosts,neutral,7,53,6.714285714285714,0,0,0,0,1,positive
27035,ustream replay control rankings. ,neutral,8,98,13.0,1,0,0,0,1,neutral
27036,can`t sleep watching gilmore girls,neutral,9,51,4.777777777777778,3,0,0,0,1,neutral
27037,. welcome twitter!!! love you!!! can`t wait see next month,positive,17,72,4.3076923076923075,3,0,0,0,2,positive
27038,"feeling bad daisy, cries every episode watch waaaaay much tv",negative,21,83,4.2,5,0,0,0,0,negative
27039,watching scary movies friend,neutral,7,41,5.0,3,0,0,0,1,negative
27040,veryyy upset cant hacienda tonight stupid nuggets game,negative,14,79,4.714285714285714,5,0,0,0,0,negative
27041,"wonder knows shallow, airy & dumb tweets make sound. guess b/c did...she`d probably stop",negative,24,122,4.125,8,0,0,2,0,negative
27042,"urghh, gonna project don`t wanna waste valuable weekend time",positive,14,75,4.769230769230769,3,0,0,0,2,negative
27043,didn`t make 1000 smoked her. she`s 60 260. thank you! r u?,positive,24,91,3.238095238095238,6,0,2,1,2,neutral
27044,great night! great peolple!,positive,4,27,6.0,0,0,0,0,2,positive
27045,ugh! realized completely redo tweetdeck groups! pains computer wiped clean!,negative,19,109,4.7894736842105265,7,0,0,2,0,positive
27046,"well-deserved break today..no phone calls, emails..only plenty catch movies doooooo",positive,17,107,5.352941176470588,6,0,0,3,2,neutral
27047,"haven`t cupcakes yet hoping said enough, would appear!",positive,19,85,3.9411764705882355,4,0,0,4,2,neutral
27048,old one?,neutral,7,25,3.1666666666666665,2,0,0,1,1,positive
27049,says bad trip! (angry) ,negative,6,48,8.6,0,0,0,2,0,negative
27050,apologies don`t fix hurt feelings kev. anyway i`ll u next time c u.,negative,19,83,3.823529411764706,2,0,0,1,0,neutral
27051,really doesn`t shiny happy people. local rem expert btw. saw first time 1986.,negative,23,112,4.090909090909091,7,0,0,2,0,positive
27052,john college thing staying home weekend hanging momma. sushi tonight <3,neutral,20,98,4.388888888888889,7,0,0,0,1,positive
27053,hair cut today boyfriend didn`t notice....,neutral,11,58,4.363636363636363,4,0,0,1,1,neutral
27054,portuguese national library could use also. right seem stuck somewhere circa 1995. example ,negative,20,129,5.5,5,0,0,0,0,positive
27055,guus`s last game 2moz,neutral,4,21,4.5,0,0,0,0,1,negative
27056,zoombezi bay soooo fun!! buuuut legs soooooo sunburnt,neutral,11,64,4.909090909090909,3,0,0,0,1,positive
27057,haha gunna buy whole bunch emo/punk clothes,neutral,10,51,4.2,2,0,0,0,1,positive
27058,@_callmecourt always welcome hun,positive,4,32,7.25,0,0,0,0,2,positive
27059,"mothers west coast, tyvm",positive,10,44,3.888888888888889,4,0,0,0,2,neutral
27060,bruno arghhhh cant wait,negative,5,25,4.2,1,0,0,0,0,neutral
27061,mcfly?!! aren`t best band ever? wish watch concert. singapore isn`t place they`d tour.,neutral,24,121,4.454545454545454,7,0,0,3,1,positive
27062,completed button hunt 3,neutral,5,28,4.8,1,0,1,0,1,neutral
27063,looking forward seeing raleigh (fan 10 years nb too) scalpers took tix sell $200 morons,positive,27,126,4.0,9,0,1,2,2,negative
27064,dogs eyes seem bad. forked new washing machine vets bill top eh?!?!,negative,22,102,3.6818181818181817,9,0,0,0,0,positive
27065,"long, fun relaxation. tv mom, sleeeep",positive,15,74,4.285714285714286,7,0,0,1,2,positive
27066,"jamie @ sean cody, angry ****?: jamie @ sean cody, wouldn`t piss one hey guys, do.. ",neutral,25,139,4.791666666666667,6,0,0,1,1,negative
27067,"no, dont think bad. well edited, too.",positive,13,57,3.75,4,0,0,0,2,negative
27068,dont think,neutral,5,16,3.0,1,0,0,1,1,neutral
27069,"sure stracchino is, sounds good.",positive,11,53,4.3,4,0,0,0,2,positive
27070,"graduation, hubby-to-be feeling well instead, job hunting online!",negative,16,97,5.466666666666667,5,0,0,0,0,neutral
27071,thanks. self don`t see 'my account' area. i`ll dig deeper seems,neutral,21,90,3.888888888888889,5,0,0,1,1,positive
27072,"3oh!3 rich man amazing, really can`t bothered school monday",positive,14,74,4.357142857142857,4,0,0,1,2,positive
27073, <3 google ... wish they`d spend bit time adding bits chrome though,positive,16,100,5.3125,3,0,0,0,2,positive
27074,sometimes wish warden,neutral,7,31,3.5714285714285716,2,0,0,2,1,neutral
27075,looking forward long trip morning. sick,negative,12,62,4.25,4,0,0,0,0,negative
27076,busy fantastic. tried unplug days. thank ff!!,positive,18,77,4.0,8,0,0,1,2,positive
27077,e3 coming worst possible thing happened. swine flu! aids! rrod!!!!!!!!!!!!!!,negative,16,99,5.25,4,0,0,3,0,negative
27078,boo week late long u town for?,neutral,13,45,3.0,3,0,0,0,1,negative
27079,.. holidays soo boring..,negative,6,34,4.833333333333333,2,0,0,0,0,negative
27080,"az`s finest vol. 3...intro, lookn?????",neutral,8,46,5.571428571428571,2,0,0,0,1,neutral
27081,lets home,neutral,4,13,3.3333333333333335,0,0,0,0,1,neutral
27082,official whine-tweet today. nothing specified,neutral,6,49,7.333333333333333,1,0,0,0,1,neutral
27083,can`t bed sooooo tired!!!,negative,9,38,3.75,2,0,0,0,0,negative
27084,yeah... gonna long me.,neutral,10,43,3.7777777777777777,4,0,0,0,1,negative
27085,_and_zi thanks! way,positive,7,33,3.857142857142857,3,0,0,0,2,positive
27086,shared kim hã¯â¿â½ltermand portfolio: shared kaare finally dane iãâ´ve honor amazing.. ,positive,21,139,5.95,6,0,0,0,2,positive
27087,"he`s **** lol. he`s riot definitely, nkotb concert. want 2b smitten girl distractions night",neutral,25,126,4.25,9,0,0,1,1,positive
27088,bit tired. blame rain. ,negative,10,59,5.555555555555555,3,0,0,1,0,negative
27089,malakas ang ulan. fort,neutral,10,44,3.5,5,0,0,0,1,neutral
27090,riot..now tell you`re friends you`ve chlamydia..but you`re hoping pox-syphilis soon,negative,18,110,5.470588235294118,5,0,0,0,0,neutral
27091,idea dinner happy munchin,positive,11,46,4.0,4,0,0,0,2,positive
27092,"know! can`t either...it`s sad needs come back mi asap, haha",negative,18,78,3.8125,2,0,0,3,0,negative
27093,happy mothers mom! love you!,positive,8,35,4.0,0,0,0,1,2,positive
27094,horrible thought... back work monday thought... work 90 minutes life good.,negative,26,116,4.136363636363637,7,0,1,2,0,negative
27095,lol! thanks showing `s site. won`t tell hubby won`t.,neutral,15,69,3.9285714285714284,4,0,0,2,1,positive
27096,small tweetbreak twitter think needed,neutral,12,57,3.8333333333333335,4,0,0,3,1,negative
27097,yes. he`s fascinating. love bedroom.. oh god. books.,positive,13,66,4.5,2,0,0,2,2,positive
27098,oh god...my favorite havaianas broke three years service missed. molded perfectly feet,neutral,25,137,4.708333333333333,12,0,0,0,1,positive
27099,"friday, pleasant ones waaaaaay much work...",negative,13,69,4.75,5,0,0,0,0,positive
27100,daft recieve million friend invites xbox one shall,neutral,24,105,3.727272727272727,13,0,0,0,1,neutral
27101,"no, missed",negative,6,21,3.2,2,0,0,1,0,neutral
27102,gorgeous work allll gotta keep telling nyc!!,positive,20,96,4.052631578947368,6,0,0,1,2,positive
27103,restricted driving priviledges... didn`t even anything. stupid double standards,neutral,16,97,5.857142857142857,5,0,0,0,1,negative
27104,happy b-day freaaaaaaak <3,positive,7,31,5.0,0,0,0,1,2,positive
27105,"yes, rays beat red sox 14-5",neutral,7,31,3.5714285714285716,1,0,0,0,1,neutral
27106,@_erica know right,neutral,4,20,4.25,0,0,0,1,1,positive
27107,saying goodbye papa....,negative,4,26,5.75,1,0,0,0,0,neutral
27108,"finished exam, every1 else finished cos chose different course friends one exam thurs next week",neutral,26,132,4.115384615384615,9,0,0,2,1,neutral
27109,you`re cycling tho` that`s good. healthy eating healthy eating contradiction terms.,positive,17,98,5.466666666666667,4,0,0,0,2,positive
27110,"haha, it`ll gross time comes back. tell .. we`ll yum! vancouver malay spot soon, indian",neutral,29,129,4.04,9,0,0,0,1,positive
27111,want bad mcfly`s concert,positive,10,42,3.3,5,0,0,0,2,negative
27112,listening music box. mariah could still sing,neutral,10,53,4.888888888888889,1,0,0,0,1,neutral
27113, vote rob,neutral,4,38,8.75,1,0,0,0,1,neutral
27114,"well movie night spoilt fracked disk-happiness gone, time sleep",negative,13,76,4.923076923076923,4,0,0,0,0,neutral
27115,"finally bed, everybody.. whatever you`re doing, blessed!",positive,11,72,5.636363636363637,1,0,0,2,2,neutral
27116,rains sucks much second row,negative,15,66,3.466666666666667,7,0,0,0,0,negative
27117,cuz airlines super lame.,negative,6,29,4.8,1,0,0,0,0,negative
27118,tired..,neutral,3,13,3.6666666666666665,2,0,0,0,1,negative
27119,"wow, phone blowing tweets day. home, ghost town! guess i`ll chores apt. & bed.",neutral,30,137,3.6,12,0,0,0,1,positive
27120,geography exam today!but turned well omg wednesday english exam xd woul`d nervous...,negative,25,122,4.454545454545454,8,0,0,2,0,neutral
27121,missed getting 'twilight' jacket @ modcloth! man wish didn`t long monkey arms could gotten l instead!!,negative,23,125,4.478260869565218,5,0,0,3,0,negative
27122,hope feel better soon,positive,7,28,3.6666666666666665,1,0,0,1,2,positive
27123,fed three hungry stray kitties three cans tuna. hope stay warm safe tonight,positive,19,99,4.2631578947368425,6,0,0,0,2,positive
27124,knooow pizza girl episode xd <3,positive,11,43,3.6666666666666665,3,0,0,0,2,positive
27125,morning!! everyone,neutral,4,25,5.5,2,0,0,0,1,neutral
27126,"_fred6 really cool! no, pc now, don`t mac well ooooooooold iphone tho",positive,29,121,3.4444444444444446,9,0,0,5,2,positive
27127,happy mother`s ~ watch snl? u missed hoot jimmy fallon,positive,19,82,3.764705882352941,4,0,0,2,2,positive
27128,tired! gonna bed now!,negative,9,37,3.2222222222222223,2,0,0,0,0,negative
27129,tv time see yall later! xoxo,neutral,7,29,3.8333333333333335,0,0,0,1,1,neutral
27130,came greenbelt & power,neutral,5,27,4.6,1,0,0,0,1,neutral
27131,_ken sucks hang out.,negative,12,49,3.4545454545454546,5,0,0,1,0,negative
27132,tips mum 14 yr old cfs can`t sleep night. falls asleep 4a.m. till midday,neutral,28,119,3.4074074074074074,11,0,1,1,1,positive
27133,"sorry! lol never had, like, actual time spend unfortunately. everything`s always insane",negative,22,123,4.857142857142857,7,0,0,1,0,negative
27134,wweeeeooo! snl soon,neutral,4,20,5.666666666666667,0,0,0,0,1,neutral
27135,awesome! maybe someday i`ll find book bestsellers list? lol,positive,15,78,4.571428571428571,5,0,0,0,2,positive
27136,can`t spell #melo without e o... <3 favorite blogging site.,positive,16,76,4.066666666666666,4,1,0,0,2,positive
27137,home whitney`s. sleep. church bit. dangggg....i`m tired. worth,neutral,16,89,4.625,6,0,0,0,1,negative
27138,mount dishes conquered. dish land,positive,9,51,4.777777777777778,4,0,0,0,2,neutral
27139,google ... show apples ... want see images green them:  cool,neutral,18,106,4.944444444444445,5,0,0,2,1,positive
27140,re: job ... still waiting friend. thanks asking * need little ... ;) * ? ,positive,24,116,4.2272727272727275,5,0,0,1,2,positive
27141,-- 5/31 marks end roommate era. never made wontons again.,neutral,18,84,3.9411764705882355,6,0,0,0,1,neutral
27142,wish could blogging bootcamp knoxville coming week! close yet far.,neutral,23,107,3.8636363636363638,8,0,0,2,1,positive
27143,"tom, saw guy looks campus today. he`s sooo adorable... :') you`re still cuter him. haha..",positive,26,128,4.12,7,0,0,2,2,positive
27144,_ right now!! aah love demi lovato,positive,12,51,3.6363636363636362,2,0,0,1,2,positive
27145,getting little mowing grass evening! fun,positive,11,55,4.5,4,0,0,0,2,positive
27146,high & dry goin ice cream best friend.,neutral,14,61,3.4285714285714284,6,0,0,0,1,positive
27147,someone **** birthday **** ... basically said song **** selfish ... listen song carefully,negative,27,136,4.230769230769231,12,0,0,0,0,negative
27148,save pix today show please credit  thanks,positive,13,80,5.230769230769231,4,0,0,0,2,positive
27149,oooooooooo said dancin home. doesn`t count?,neutral,17,79,4.5,8,0,0,0,1,neutral
27150,wished watched jon & kate plus 8 monday,neutral,10,44,3.5,1,0,1,1,1,neutral
27151,that`s ok. personally nothing,positive,12,63,4.7272727272727275,5,0,0,0,2,positive
27152,enjoy nola definitely one favorite cities world. please beignet chocolate,positive,20,106,4.578947368421052,9,0,0,1,2,positive
27153,lmao alot haha,positive,8,27,3.3333333333333335,2,0,0,0,2,positive
27154,link !,neutral,3,7,2.5,0,0,0,0,1,neutral
27155,fuzzball fun mother`s ,positive,9,65,7.125,3,0,0,0,2,positive
27156,want travel little!,neutral,13,48,3.272727272727273,6,0,0,2,1,negative
27157,"pic donnie one siouxsinner took last night launch. word it, he`s solo album comin` too.",neutral,26,124,3.96,8,0,0,0,1,neutral
27158," moving great, especially lots help.",positive,12,77,6.0,4,0,0,0,2,positive
27159,_n too!! don`t want ooze speaking either! (why lame jokes wiping social media shoe? lol),neutral,27,128,3.923076923076923,8,0,0,3,1,positive
27160, yay! blonde again!! feel girly,neutral,11,68,5.2727272727272725,2,0,0,1,1,neutral
27161,who`s tonight? want ****,neutral,11,47,3.7,3,0,0,1,1,neutral
27162,still tired due late nights work b early 2moro 4 work bad times!,negative,23,99,3.5,8,0,1,0,0,negative
27163,munch high calorie things! keep brain working,neutral,16,80,4.333333333333333,7,0,0,0,1,positive
27164,obviously bad,negative,5,22,4.5,2,0,0,0,0,negative
27165,ive wanting 2 gone 4 2 mo. & close shops!,neutral,18,70,3.1176470588235294,7,0,3,0,1,neutral
27166,looove bf u awesoome!!!! [hannah montana movie amazing best movie ever!!] // cool ,positive,23,122,5.0,6,0,0,0,2,positive
27167, paint,neutral,7,44,6.333333333333333,3,0,0,0,1,neutral
27168,want dog...,neutral,4,15,3.0,2,0,0,0,1,neutral
27169,hit car .. u leave note  yea put whatever u want note,neutral,22,102,3.857142857142857,8,0,0,0,1,neutral
27170,"i`ve rome, italy. love there. elegance, style. difficult live chicago. elegance here. sad.",neutral,21,117,4.619047619047619,5,0,0,1,1,negative
27171,absolutely loves it.... u r many things!,positive,11,48,4.222222222222222,1,0,0,0,2,positive
27172,_123 cant sleep,negative,4,17,3.5,1,0,0,0,0,neutral
27173,blimey! you`re still suffering?!!,negative,5,34,7.5,0,0,0,0,0,neutral
27174,can`t write song without guitar? thought could look something do!,neutral,19,91,4.294117647058823,7,0,0,0,1,neutral
27175,follow friday.. follow coz 26 followers... (it`s 2am),neutral,14,73,4.615384615384615,5,0,1,0,1,neutral
27176,"great finally meet last night! wish time talk. can`t coffee gtgs, though... job.",positive,24,117,4.086956521739131,8,0,0,0,2,positive
27177,"hey tweeties, auntie jus n bad car accident...pls keep yall prayers ...thanx",negative,17,90,4.625,3,0,0,0,0,negative
27178,look forward one soon,positive,9,39,3.875,3,0,0,1,2,neutral
27179,haha!! someone axe popped scenie!! do???,neutral,16,77,4.133333333333334,9,0,0,0,1,positive
27180,oh hope reach him!,positive,9,29,3.0,2,0,0,1,2,neutral
27181,nah. sucks wear suit temp goes 10 degrees someone sits next,negative,23,99,3.5,10,0,1,0,0,negative
27182,"all..: hanging dad 2day, looking job still..",positive,14,70,4.071428571428571,6,0,0,0,2,neutral
27183,partying tonight,neutral,5,25,5.25,1,0,0,0,1,neutral
27184,miss boo,negative,4,13,2.5,2,0,0,0,0,neutral
27185,okay mom mom too!,neutral,10,35,3.25,3,0,0,0,1,positive
27186,nugget bit jack. told poke poor hamster!,negative,12,57,3.8333333333333335,4,0,0,1,0,negative
27187,getting baptized tomorrow college graduate. busy weekend!,neutral,13,71,5.363636363636363,4,0,0,0,1,positive
27188,dont excited bby hear thunder rolling,negative,11,51,4.1,3,0,0,0,0,positive
27189,ugh hate queueing,negative,5,20,4.0,0,0,0,4,0,negative
27190,friday night fav night week stupid dog training classes,positive,20,92,3.65,9,0,0,1,2,negative
